Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A24158,W024,entrapment is wrong because we don't know if they would have committed a crime if it wasn't for the officers making it easier to do the crime,"[0, 0, 0, 1, 0, 1, 0, 0]"
A24159,W024,one single fact that when somebody receiving homeopathy there is no quaranties that these substances will be good for the patient.,"[1, 1, 1, 0, 0, 0, 1, 0]"
A24160,W024,adopting an austerity regime is the best way for the country to reduce its huge debt,"[1, 1, 1, 0, 0, 0, 0, 1]"
A24167,W024,we should not abandon the use of school uniform to make sure everyone is wearing the same thing to make people not stand out due to less money or resources,"[1, 0, 0, 1, 0, 0, 0, 0]"
A24170,W024,we should not subsidize vocational education because the responsibility should only fall on those who are wanting to go to school.,"[0, 0, 0, 0, 1, 0, 1, 1]"
A24172,W024,It is unjust to force government employees to kill a person the way capital punishment does.,"[1, 0, 1, 0, 0, 1, 0, 0]"
A24174,W024,we should legalize cannabis for best healthy of body,"[0, 1, 0, 0, 0, 0, 0, 0]"
A24182,W024,capital punishment is a deterrent for others to commit the same crimes.,"[0, 0, 1, 1, 0, 1, 0, 0]"
A24183,W024,we should legalize organ trade because people would benefit by having a better life,"[1, 1, 0, 1, 0, 0, 0, 0]"
A24186,W024,if a private military company sends it's employees to dangerous places then it saves the lives of soldiers who won't be sent there,"[0, 0, 0, 1, 0, 0, 0, 1]"
A24188,W024,"wikipedia often provides biased, inaccurate information due to lax editing policies and procedures.","[0, 0, 0, 0, 0, 0, 1, 0]"
A24189,W024,"social media often shows people at their best and looking their best, this can lead to feelings of inadequacy for those viewing.","[0, 0, 0, 1, 0, 0, 0, 0]"
A24201,W024,we should end mandatory retirement because it should be up to each individual what age they feel they are unable to work any longer,"[1, 0, 0, 1, 1, 0, 1, 0]"
A24202,W024,everyone has a right to make this choice,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24203,W024,"we need to do whatever it takes to keep our citizens safe, and that includes getting rid of individuals that lead and encourage  terrorist organizations.","[0, 0, 1, 0, 0, 1, 0, 1]"
A24205,W024,public defenders ensure the common man has a chance of a fair trial,"[1, 0, 0, 0, 0, 1, 0, 0]"
A24216,W024,"Zero-tolerance policies leave no room for explaining mitigating circumstances, which is both unfair to the individual being punished and also sends a negative message to the school community as a whole.","[1, 0, 1, 0, 0, 1, 0, 1]"
A24220,W024,by legalizing prostitution we would be making it safer for the prostitute by taking control away from the violent crime organizations,"[1, 1, 1, 1, 1, 1, 1, 1]"
A24227,W024,this site has proven very popular and useful for those looking for information,"[1, 0, 0, 0, 0, 0, 0, 1]"
A24228,W024,Payday loans should not be banned because people have a right to enter into contracts,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24245,W024,sometimes these tests help identify people's strengths.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A24246,W024,"Because most of its formulations are heavily diluted, most homeopathic treatments are safe","[0, 1, 0, 0, 1, 0, 1, 0]"
A24247,W024,"There is nothing about a younger workforce that is inherently better, and qualified young people will still be able to get jobs without a policy of mandatory retirement.","[1, 0, 0, 1, 1, 1, 0, 0]"
A24250,W024,The right to be defended by competent and effective lawyers is a constitutional right.,"[1, 0, 1, 0, 1, 1, 1, 0]"
A24252,W024,Payday loans should be banned because they are not held to the same standards as loans for middle class people,"[1, 0, 1, 1, 0, 1, 0, 0]"
A24253,W024,libertarianism should not be adopted as rules are needed to ensure law and order and the continued status quo.,"[0, 1, 1, 1, 0, 0, 0, 1]"
A24254,W024,telemarketing provides jobs. the economy is already unstable and lacking jobs. what are these people supposed to do if their job is banned? no one forces you to talk to them. just hang up.,"[1, 1, 1, 1, 0, 0, 0, 0]"
A24255,W024,wikipedia shoud be independent and with subsidization this may be at risk depending on the subsidization source,"[0, 0, 0, 0, 0, 0, 1, 0]"
A24262,W024,without the use of economic sanctions a country has very little way of objecting to another country's actions without resorting to violence.,"[1, 0, 1, 0, 0, 0, 0, 1]"
A24263,W024,there is no need for oppressive restraints on people's behaviour so we should adopt libertarianism.,"[0, 0, 0, 0, 1, 1, 1, 0]"
A24264,W024,Payday loans help people in need when they have an unexpected expense (such as a medical emergency) and cannot wait or cannot qualify for a traditional loan.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A24265,W024,a multi-party system allows for more unqualified people to get into the race,"[1, 0, 1, 0, 0, 1, 0, 0]"
A24281,W024,collectivism encourages herd mentality,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24282,W024,"missionary work, while rewarding to those that choose that path, is fraught with danger to the missionary and the people they're trying to convert","[0, 0, 1, 0, 0, 1, 1, 0]"
A24283,W024,whaling is an important part of several cultures.  it is wrong to impose our rulings on their ancient beliefs,"[0, 1, 0, 1, 0, 0, 0, 0]"
A24284,W024,"Television is the gateway for many to news and education as well as entertainment, it still provides a very valuable function.","[0, 0, 0, 0, 0, 0, 1, 0]"
A24285,W024,telemarketers selling scams interrupt precious family time with incessant phone calls.,"[0, 0, 0, 0, 1, 0, 0, 0]"
A24286,W024,our debt has become so outrageous that an austerity program might be the only way out.,"[1, 0, 1, 1, 0, 0, 0, 1]"
A24288,W024,"If nuclear weapons exist there will always be a risk of escalation to all out nuclear war which would literally destroy the world, so we must fight to abolish them.","[1, 0, 1, 0, 0, 0, 0, 0]"
A24289,W024,"prayer in schools should be prohibited, at least in public school as it is a violation of the separation of church and state.","[0, 0, 0, 1, 0, 0, 1, 0]"
A24290,W024,"factory farming is necessary  and cannot be abandoned, because it's the way we will always produce things in agricolture","[0, 0, 1, 1, 1, 0, 0, 0]"
A24298,W024,"it was built as a tool to prevent terrorist attacks, suicide bombers, if it makes the people feel safer then it shouldn't be ended","[0, 0, 1, 1, 0, 0, 0, 0]"
A24306,W024,"gender characteristics are part of a person's identity, by using gender neutral language we invalidate those characteristics","[0, 1, 0, 0, 1, 0, 0, 0]"
A24307,W024,"they shouldnt be banned, it's just people coming together and expressing themselves which they have the right to do.","[1, 0, 0, 0, 1, 1, 1, 0]"
A24308,W024,people are free to eat whatever they choose. it's a cheap and fast way for people to get a meal when they are in a hurry or can't afford the expensive organic and natural foods.,"[0, 0, 0, 1, 1, 0, 1, 0]"
A24309,W024,School prayer should be kept private in schools and done in public areas where people may be offended.,"[0, 0, 0, 1, 0, 0, 0, 1]"
A24310,W024,we should ban missionary work because pushing personal views on unwanted audiences is wrong.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A24317,W024,homeopathy causes harm because it is unregulated.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A24320,W024,some children are abused in their foster homes,"[0, 0, 1, 0, 1, 1, 0, 1]"
A24322,W024,"it is a good measure, since our youth currently lack responsibility and discipline, and with this we favor more that ability","[0, 1, 1, 1, 0, 0, 0, 1]"
A24323,W024,targeted killing is the best way to eliminate threats without risking additional loss of life and it should not be banned.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A24325,W024,judicial activism could lead to a decision being made based on the false beliefs of one person.,"[1, 1, 1, 1, 0, 1, 0, 0]"
A24335,W024,we should ban the church of scientology as people may not recognise it as a true religion,"[0, 0, 1, 1, 0, 0, 0, 1]"
A24346,W024,journalism is important in this country.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A24347,W024,students need help with the burden of college costs and shouldn't have to go into crippling debt to get an education.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A24361,W024,just the practice of home schooling alone shapes the child in a negative fashion,"[1, 1, 1, 1, 0, 0, 0, 1]"
A24362,W024,"we should ban the church of scientology because any church that has ""cult like"" teachings should never be allowed to exist.","[0, 1, 1, 0, 1, 0, 1, 1]"
A24363,W024,surrogacy should be banned as it can create complicated and painful situations for the mother and adoptive mother.,"[0, 1, 0, 1, 1, 0, 0, 1]"
A24364,W024,economic sanctions are an effective way to limit the ability of corrupt governments,"[1, 0, 1, 0, 0, 1, 0, 1]"
A24365,W024,people have the right to think as they feel. it is our right.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24366,W024,algorithmic trading is unfair because traders with faster computers and better connections to the market will have an advantage over others.,"[1, 1, 0, 0, 0, 1, 0, 0]"
A24368,W024,pride marches are an important and vital political activity for lgbt people and provide a necessary visibility.,"[1, 0, 0, 0, 1, 1, 0, 0]"
A24370,W024,we should ban algorithmic trading because algorithms don't always work and will cause people to lose a lot of money,"[1, 1, 0, 1, 0, 0, 0, 0]"
A24377,W024,"judges are going to use their beliefs to interpret laws and we shouldn't limit that once they are elected, we should understand their views before electing them.","[1, 0, 1, 1, 0, 0, 0, 1]"
A24379,W024,the olympic games should be abolished because they are a financial drain on host cities,"[0, 0, 1, 1, 0, 0, 0, 0]"
A24380,W024,we should not subsidize space exploration since that is a waste of money.,"[0, 1, 1, 0, 0, 0, 0, 0]"
A24381,W024,telemarketing helps introduce customers to new things and services they may not have heard of had they not been prompted into the subject.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A24385,W024,"evidence shows the Church of Scientology is a money laundering, corrupt organisation that hides behind its religious status whilst abusing its members.","[0, 0, 1, 1, 0, 1, 1, 1]"
A24402,W024,"private military companies are accessible to all, providing security and security measures that are currently not accessible to all.","[1, 0, 1, 0, 0, 1, 0, 0]"
A24404,W024,Adopting an austerity regime lowers people's confidence in the economy and discourages investment.,"[0, 1, 1, 0, 0, 0, 0, 0]"
A24405,W024,surgeries are important for people who were in accidents or have birth defects and surgery can help transition them to a normal life.,"[1, 1, 0, 1, 0, 0, 0, 0]"
A24416,W024,school uniform limits the ability of young people to develop their identity and express who they are,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24417,W024,"All young people whether rich or poor should have the opportunity to better their lives by going to into higher education, the more student loans are subsidized the closer this will become a reality.","[1, 0, 0, 1, 0, 1, 0, 0]"
A24419,W024,churches that promote celibacy do so for reasons of their faith and we have no right to say they should abandon those beliefs.,"[0, 1, 0, 1, 0, 0, 0, 1]"
A24420,W024,"algorithimic trading, which to all intents and purposes is nothing more than ai-enabled gambling, makes a volatile, destructive and unethical trade even more so.","[0, 1, 1, 1, 0, 0, 0, 0]"
A24426,W024,foster care can help the child find the loving home they need,"[1, 0, 0, 1, 0, 0, 0, 0]"
A24427,W024,zero tolerance in schools to avoid further shootings and also to avoid cases of bullying,"[0, 0, 1, 1, 0, 0, 0, 0]"
A24428,W024,"we should not support judicial activism because laws are laws and should be strictly followed as written and if they are wrong, then the people need to vote to rewrite them.","[0, 0, 0, 1, 0, 0, 0, 1]"
A24429,W024,"vocational education should be provided on the same terms as academic, not given preferential subsidies.","[1, 0, 0, 0, 0, 1, 0, 0]"
A24431,W024,by the time people are at executive level they have worked long and hard and deserved to be recompensed for their work and ideas at a fair level.,"[1, 1, 0, 0, 0, 1, 0, 0]"
A24433,W024,judges should stick to the law and be unbiased in every ruling.,"[1, 1, 0, 1, 0, 1, 0, 0]"
A24434,W024,"pmcs can provide security to those countries and organisations that need protection and are capable of paying for it, so should not be banned","[1, 1, 1, 0, 0, 0, 0, 0]"
A24435,W024,we should continue to support cosmetic surgery as it helps people correct imperfections that cause poor self-esteem.,"[1, 1, 0, 0, 0, 0, 1, 0]"
A24441,W024,"we should not ban school prayer because for those in a religious community, their religion and therefore prayer is central to their lives and should be included in every aspect of it.","[1, 0, 0, 0, 0, 0, 1, 1]"
A24442,W024,people have right to express themselves and raise awareness of different sexual orientations.,"[1, 0, 0, 0, 1, 1, 1, 0]"
